bookID,title,authors,average_rating,language_code,num_pages,text_reviews_count
897,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,eng,277,29
898,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,4.06,en-US,808,3
899,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,3.82,eng,327,11391
900,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,eng,368,17
901,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,eng,244,37
902,The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,eng,656,18
903,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,eng,64,53
904,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,eng,221,71
905,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,eng,848,142
906,The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,eng,508,209
907,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,eng,1050,10
908,Lost Horizon,James Hilton,3.92,eng,241,955
909,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,eng,282,44
910,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,eng,361,123
911,The Secret Garden,Frances Hodgson Burnett,4.13,eng,331,11796
912,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,eng,281,116
913,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,eng,160,76
914,The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,en-GB,288,13
915,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,eng,242,4392
916,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.8,eng,274,7
917,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.3,eng,128,23
918,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,eng,448,475
919,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,eng,627,43
920,Black Rednecks and White Liberals,Thomas Sowell,4.38,eng,372,301
921,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,eng,256,122
922,Knowledge And Decisions,Thomas Sowell,4.39,eng,422,47
923,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,eng,304,166
924,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,eng,29,9
925,Alcoholics Anonymous,Alcoholics Anonymous,4.45,eng,250,0
926,Alcoholics Anonymous,Alcoholics Anonymous,4.45,en-US,576,30
927,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,en-US,221,10
928,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,en-US,240,80
929,Natural Health  Natural Medicine,Andrew Weil,4.11,en-US,448,41
930,The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,eng,335,409
931,The Complete Stories,Bernard Malamud/Robert Giroux,4.22,en-US,656,51
932,The Assistant,Bernard Malamud/Jonathan Rosen,3.89,en-US,246,319
933,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,eng,184,0
934,The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,eng,248,50
935,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,eng,73,6
936,April  May und June,Elizabeth von Arnim,3.88,ger,88,0
937,A Room with a View,E.M. Forster,3.91,eng,119,3422
938,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.1,eng,449,113
939,E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,3.51,eng,208,0
940,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,eng,396,125
941,Howards End,E.M. Forster,3.96,eng,246,1437
942,Maurice,E.M. Forster,4.03,eng,256,1005
943,E. M. Forster: A Life,P.N. Furbank,4.14,eng,648,11
944,Howards End,E.M. Forster,3.96,eng,352,26
945,The Sixteen Pleasures,Robert Hellenga,3.59,eng,384,336
946,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,eng,336,187
947,The Rescue (Kidnapped  #3),Gordon Korman,4.11,eng,140,117
948,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,eng,151,85
949,Public Enemies (On The Run  #5),Gordon Korman,4.19,eng,150,76
950,Runaway Bride,Deborah  Gordon,4.25,eng,390,0
951,The Bridge over the Drina,Ivo Andrić/William H. McNeill,4.33,eng,314,35
952,Drina Dances in Paris,Jean Estoril,4.16,eng,194,4
953,Drina Ballerina,Jean Estoril,4.16,eng,188,1
954,Le Pont sur la Drina,Ivo Andrić/Pascale Delpech,4.33,fre,384,10
955,Drina Dances in Italy,Jean Estoril,4.08,eng,191,0
956,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,eng,188,7
957,Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,4.09,eng,164,6
958,Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett,3,en-US,144,0
959,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,eng,352,11
960,Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,eng,256,5
961,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett,4.57,grc,528,0
962,Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,eng,480,9
963,The Trojan Women,Euripides/Gilbert Murray,3.89,eng,80,126
964,Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,4.29,eng,304,12
965,Moloka'i (Moloka'i #1),Alan Brennert,4.17,eng,405,8192
966,Teaching with the Brain in Mind,Eric Jensen,4.11,eng,186,49
967,Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,en-GB,176,1
968,Eva Luna,Isabel Allende/Margaret Sayers Peden,3.97,eng,320,23
969,The Stories of Eva Luna,Isabel Allende,3.97,eng,352,375
970,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,3.97,eng,256,1
971,El bosque de los pigmeos,Isabel Allende,3.77,spa,304,46
972,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,eng,321,1075
973,La casa de los espíritus,Isabel Allende,4.23,spa,454,38
974,El plan infinito,Isabel Allende,3.72,spa,336,33
975,El reino del dragón de oro,Isabel Allende,3.84,spa,432,51
976,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,eng,408,778
977,Self,Yann Martel,3.43,eng,331,146
978,Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas,4.33,ger,407,0
979,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,eng,188,1
980,The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,eng,48,85
981,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4,eng,203,96
982,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,eng,319,26
983,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,eng,294,104
984,1968: The Year That Rocked the World,Mark Kurlansky,3.78,eng,480,248
985,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,eng,456,2
986,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,eng,400,329
987,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,eng,48,25
988,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,0,eng,200,0
989,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,spa,254,12
990,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,eng,557,146
991,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,en-US,201,641
992,Girlfriend in a Coma,Douglas Coupland,3.62,eng,288,612
993,Corelli's Mandolin,Louis de Bernières,3.98,eng,437,1791
994,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,3.4,eng,179,131
995,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,en-US,406,117
996,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,eng,480,29
997,Temptations,Otis Williams/Patricia Romanowski,4.19,eng,304,16
998,The Thorn Birds,Colleen McCullough,4.23,eng,673,66
999,Caesar (Masters of Rome  #5),Colleen McCullough,4.37,eng,928,120
1000,Lucas Teste,Lucas teste,4.78,eng,2690,164
